Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
3,1,7,-0.49871409354099955,-0.5538616157381716,-0.4927369691911119,1.8226254724816884,-1.2521675787009399,1.012032641717829,1,0.17
3,1,7,-0.4948968918531108,0.3284941544562298,-0.41373484756645185,1.6479737743812903,-0.21053089496116312,0.43740725917198825,1,0.149
3,1,7,-0.49107969016522207,1.2387010445698503,-0.36383877075087706,2.259254717732683,0.7364844426036377,-0.25214319988302025,1,0.128
3,1,7,-0.4872624884773334,1.5216522773723546,-0.3513647515469834,2.3106951006888155,1.1342148468645532,-0.5969184294105245,1,0.106
3,1,7,-0.48344528678944465,0.6074089930675431,-0.3887868091586645,2.3106951006888155,0.8014363836220535,-0.5969184294105245,1,0.085
3,1,7,-0.47962808510155597,0.08227410879356493,-0.46778893078332445,2.2374232554701328,0.42455475055223435,-0.48199335290135675,1,0.064
2,1,7,-0.47581088341366723,0.36441806275783173,-0.5052109883950056,2.3106951006888155,0.4662522929344271,-0.48199335290135675,1,0.043
2,1,7,-0.47199368172577855,0.2582608955295022,-0.446998898776835,2.3106951006888155,0.7934176254716316,-0.48199335290135675,1,0.021
8,0,7,-0.4681764800378898,-0.308045209494626,-0.06030430345613116,1.7134681611689395,-0.15760709116837998,-0.25214319988302025,2,1.0
8,0,7,-0.4643592783500011,-0.862242131945181,0.24738817023991266,0.7747152838793008,-1.0212273439687953,0.3224821826628205,2,0.981
8,0,7,-0.4605420766621124,-1.1540734319683061,0.4968685543177864,0.4254118876785051,-1.3596189379165906,1.471732947754502,2,0.963
8,0,7,-0.4567248749742237,-0.7528558493638988,0.7505069447969576,0.29442311410320654,-1.3556095588413792,2.0463583303003428,2,0.944
6,0,7,-0.45290767328633497,-0.17565148002355419,1.133043533716364,0.18526580279045785,-1.2930632452680904,2.1612834068095106,2,0.926
6,0,7,-0.4490904715984463,0.4265785333021762,1.4823160714253867,0.14160287826535853,-1.2473563238106868,2.0463583303003428,2,0.907
6,0,7,-0.44527326991055755,0.9097349179877655,1.6735843658850895,0.2070972650530077,-1.243346944735476,1.931433253791175,2,0.889
6,0,7,-0.44145606822266886,0.8964148171568345,1.7525864875097499,0.3162545763657564,-1.1687724939365542,1.931433253791175,2,0.87
6,0,7,-0.4376388665347801,0.9424297109364145,1.6985324042928769,0.600063585778903,-1.0733492719465363,1.931433253791175,2,0.852
6,0,7,-0.43382166484689144,0.4366695187801543,1.5613181930500468,0.8838725951920494,-0.9394360108344941,2.0463583303003428,2,0.833
6,0,7,-0.4300044631590027,-0.21359358542075157,1.3700498985903435,1.3641647649681437,-0.6651944820900724,1.3568078712453342,2,0.796
6,0,7,-0.42618726147111397,-0.36657292526689883,1.2868897705643856,1.0585242932924472,-0.5962331619964459,0.8971075652086612,2,0.778
6,0,7,-0.4223700597832253,-0.7141064651284631,1.170465591328045,0.3599175008908559,-0.633921325303428,0.6672574121903248,2,0.759
6,0,7,-0.41855285809533654,-0.8469038340186542,0.970881284065746,-0.03304881983503941,-0.7774570961959761,0.43740725917198825,2,0.741
6,0,7,-0.41473565640744786,-0.38029666551694913,0.7629809640008512,0.29442311410320654,-0.8335884032489279,0.6672574121903248,2,0.722
6,0,7,-0.4109184547195591,-0.1377093746263565,0.5592386503372548,1.2986703781804942,-0.7213257891430245,0.6672574121903248,2,0.704
6,0,7,-0.40710125303167044,-0.4113769007891214,0.35549633667365793,1.9754457083195363,-0.38694357427044007,0.7821824886994935,2,0.685
7,0,7,-0.4032840513437817,-0.8646639684598958,0.23491415103601898,2.3106951006888155,-0.11190016971097635,0.3224821826628205,2,0.667
7,0,7,-0.399466849655893,-0.8097690074596949,0.1642280422139552,2.3106951006888155,0.07493689519384873,0.20755710615365225,2,0.648
4,0,7,-0.3956496479680043,-0.6931172153342688,0.13928000380616784,2.3106951006888155,-0.029306960761632927,-0.022293046864683745,2,0.63
4,0,7,-0.3918324462801156,-0.14336032649402422,0.11848997179967836,2.3106951006888155,-0.20652151588595222,-0.022293046864683745,2,0.611
4,0,7,-0.38801524459222686,0.006793537418288901,0.15591202941135943,1.167681604605196,-0.6579775997546929,0.8971075652086612,2,0.574
4,0,7,-0.3841980429043382,-0.3585001368845163,0.28065222145029584,0.5127377367287039,-0.6643926062750304,1.5866580242636696,2,0.556
4,0,7,-0.38038084121644944,-0.09815271155268264,0.4220244390944243,0.11977141600280869,-0.6186856848176268,2.0463583303003428,2,0.537
6,0,7,-0.37656363952856076,-0.387158535641974,0.5966607079489359,-0.1858690556728876,-0.5729787633602231,2.1612834068095106,2,0.519
6,0,7,-0.372746437840672,0.2570499772721448,0.8170350472177239,-0.1422061311477881,-0.6708076127953676,1.931433253791175,2,0.5
6,0,7,-0.36892923615278334,1.0784561951795588,0.9916713160722356,0.03244556695260976,-0.8039189980923676,1.8165081772820062,2,0.481
6,0,7,-0.3651120344648946,2.0492089981610477,1.1164115081111723,0.3162545763657564,-0.9939635662573616,1.8165081772820062,2,0.463
6,0,7,-0.3612948327770059,2.060510901896383,1.2369936937488109,0.4690748122036046,-1.1206599450340242,1.7015831007728386,2,0.444
6,0,7,-0.3574776310891172,1.713784640873057,1.3700498985903435,0.49090627446615426,-1.1126411868836026,2.1612834068095106,2,0.426
6,0,7,-0.35366042940122844,1.1773478528637433,1.5197381290370677,0.44724334994105475,-1.0316517295643435,2.1612834068095106,2,0.407
6,0,7,-0.34984322771333975,-0.1219674372807107,1.7401124683058558,-0.03304881983503941,-0.9955673178874459,2.735908789355351,2,0.37
6,0,7,-0.346026026025451,-0.7536631282021372,1.8024825643253248,-0.03304881983503941,-1.0941980431376326,2.735908789355351,2,0.352
6,0,7,-0.34220882433756233,-1.2872744402776166,1.7816925323188348,-0.16403759341033786,-1.0982074222128435,2.391133559827847,2,0.333
6,0,7,-0.3383916226496736,-1.0830328942033407,1.7276384491019625,-0.03304881983503941,-1.1038205529181386,2.2762084833186793,2,0.315
6,0,7,-0.3345744209617849,-0.9655738232396763,1.6444783210760048,-0.31685782924818606,-1.0741511477615784,2.0463583303003428,2,0.296
6,0,7,-0.3307572192738962,-1.2606342386157545,1.5072641098331736,-0.3386892915107357,-1.0364629844545965,1.931433253791175,2,0.278
6,0,7,-0.3269400175860075,-1.314721920777717,1.353417872985152,-0.3386892915107357,-0.9169834880133133,1.8165081772820062,2,0.259
6,0,7,-0.32312281589811875,-1.2444886618509896,1.2494677129527045,-0.36052075377328546,-0.7606177040800906,1.3568078712453342,2,0.241
6,0,7,-0.31930561421023007,-0.770212344386021,1.170465591328045,-0.5788353763987828,-0.6788263709457895,1.1269577182269979,2,0.222
6,0,7,-0.31548841252234133,-0.43196251116419654,1.0706734376968956,-0.404183678298385,-0.7934946124968195,1.012032641717829,2,0.204
6,0,7,-0.31167121083445265,-0.21117174890603674,0.9667232776644482,0.11977141600280869,-0.8383996581391809,1.012032641717829,2,0.185
6,0,7,-0.3078540091465639,0.15250736772029258,0.8794051432371923,0.9930299065047984,-0.7068920244722654,1.2418827947361655,2,0.167
6,0,7,-0.30403680745867523,0.45321873496403814,0.8586151112307029,1.5824793875936412,-0.4863761753356691,1.012032641717829,2,0.148
6,0,7,-0.3002196057707865,0.5286993063393142,0.9209852072501713,1.6479737743812903,-0.3564722932988378,1.1269577182269979,2,0.13
6,0,7,-0.2964024040828978,0.6570566416191953,1.0997794825059808,1.2768389159179447,-0.5224605870125666,1.012032641717829,2,0.111
6,0,7,-0.29258520239500907,0.33374146690477824,1.2037296425384283,0.7747152838793008,-0.8977384684523014,1.1269577182269979,2,0.093
6,0,7,-0.28876800070712033,0.03787377269046172,1.1538335657228536,0.4254118876785051,-1.2521675787009399,1.471732947754502,2,0.074
6,0,7,-0.28495079901923165,0.0023535038079785793,1.012461348078725,-0.03304881983503941,-1.4478252775712288,1.931433253791175,2,0.056
6,0,7,-0.2811335973313429,-0.1558731484867171,0.7754549832047449,-0.1858690556728876,-1.3973071012235723,2.0463583303003428,2,0.037
6,0,7,-0.2773163956434542,0.5609904598688439,0.46360450310740325,-0.3823522160358352,-0.5256680902727352,2.2762084833186793,2,0.019
3,3,7,-0.2734991939555655,1.740424842534919,0.2931262406541895,-0.4260151405609347,1.0379897490594934,0.3224821826628205,1,1.0
3,3,7,-0.2696819922676768,1.865553062461847,0.1808600678191468,0.49090627446615426,2.177455282234414,-0.48199335290135675,1,0.974
3,3,7,-0.26586479057978807,1.6823007661817655,0.09354193339189099,1.0585242932924472,2.2239640795068603,-1.0566187354471974,1,0.949
3,3,7,-0.2620475888918994,0.9363751196496274,-0.010408226640556408,1.2768389159179447,1.394824486753258,-1.1715438119563653,1,0.923
3,3,7,-0.25823038720401065,0.6582675598765522,-0.17257047629117434,1.1458501423426464,0.4678560445645114,-0.9416936589380293,1,0.897
2,3,7,-0.25441318551612196,0.09236509427154299,-0.3097846875340049,1.6261423121187404,-0.08142888873937404,-0.25214319988302025,1,0.872
2,3,7,-0.2505959838282332,-0.12802202856749778,-0.3388907323430897,1.8007940102191382,-0.2217571563717535,0.552332335681157,1,0.846
2,3,7,-0.24677878214034452,-0.2579939215238551,-0.3097846875340049,1.8881198592693376,-0.12633393438173537,0.552332335681157,1,0.821
2,3,7,-0.2429615804524558,-0.5385233178116449,-0.23909857871194068,1.9536142460569863,-0.214540274036374,0.20755710615365225,1,0.795
2,3,7,-0.2391443787645671,0.13192175734521713,-0.24741459151453646,2.062771557369735,-0.215342149851416,0.20755710615365225,1,0.769
2,3,7,-0.23532717707667838,0.12586716605843007,-0.3181007003366007,2.259254717732683,-0.09586265341013304,0.20755710615365225,1,0.744
2,3,7,-0.23150997538878967,0.1242526083819539,-0.41373484756645185,2.3106951006888155,0.0035699476550959857,0.092632029644484,1,0.718
2,3,7,-0.22769277370090096,0.1694602233232952,-0.526001020401495,1.8226254724816884,0.044465614222246416,-0.022293046864683745,1,0.692
2,3,7,-0.22387557201301225,0.3450433706401137,-0.609161148427453,1.2986703781804942,0.32832965274717396,-0.137218123373852,1,0.667
3,3,7,-0.22005837032512354,0.799541356568245,-0.6507412124404319,0.5127377367287039,1.1879405264723786,-0.137218123373852,1,0.641
3,3,7,-0.21624116863723483,1.3040906304671478,-0.6632152316443256,0.7092208970916516,1.6281703489305293,-0.3670682763921885,1,0.615
3,3,7,-0.21242396694934612,1.2467738329522329,-0.6507412124404319,1.2331759913928453,1.3202500359543363,-0.25214319988302025,1,0.59
3,3,7,-0.2086067652614574,0.9694735520173957,-0.6216351676313466,2.062771557369735,0.6675231225100112,-0.3670682763921885,1,0.564
3,3,7,-0.2047895635735687,0.9642262395688473,-0.5883711164209634,2.0409400951071857,0.5833261619305837,-0.25214319988302025,1,0.538
3,3,7,-0.20097236188568,1.112765545804684,-0.5883711164209634,1.6261423121187404,0.8984633572421559,-0.25214319988302025,1,0.513
2,3,7,-0.19715516019779128,1.009837493929308,-0.6299511804339424,0.2507601895781072,1.1759123892467462,-0.48199335290135675,1,0.487
2,3,7,-0.19333795850990257,1.0703834067971763,-0.7172693148611982,-0.3386892915107357,1.1590729971308606,-0.7118435059196927,1,0.462
2,3,7,-0.18952075682201383,0.7656356453622392,-0.8627995389066243,0.29442311410320654,0.6554949852843788,-1.0566187354471974,1,0.436
2,3,7,-0.18570355513412512,0.8213378852006777,-1.0041717565507526,0.9930299065047984,0.4486110250034992,-1.0566187354471974,1,0.41
2,3,7,-0.1818863534462364,0.5266811092437187,-1.1289119485896895,0.8183782084044003,0.6057786847517646,-0.9416936589380293,1,0.385
2,3,7,-0.1780691517583477,0.3890400673240982,-1.2827581854377113,0.5127377367287039,0.6779475081055596,-0.9416936589380293,1,0.359
2,3,7,-0.174251950070459,0.2243551843234958,-1.3950243582727546,0.3599175008908559,0.7212488021178366,-0.9416936589380293,1,0.333
2,3,7,-0.17043474838257028,0.4734007059199943,-1.4366044222857335,0.2070972650530077,0.661108115989674,-0.826768582428861,1,0.308
2,3,7,-0.16661754669468157,0.4693643117288033,-1.419972396680542,0.14160287826535853,0.5360154888430956,-0.826768582428861,1,0.282
2,3,7,-0.16280034500679286,0.177129372286559,-1.3659183134636692,0.07610849147770918,0.17918075114933069,-0.5969184294105245,1,0.256
2,3,7,-0.15898314331890415,0.5432303254276025,-1.2661261598325197,0.44724334994105475,0.028428097921403103,-0.3670682763921885,1,0.231
3,3,7,-0.15516594163101544,0.7882394528329101,-1.103963910181902,0.6655579725665521,0.42455475055223435,0.092632029644484,1,0.205
3,3,7,-0.15134873994312673,0.8556472358258029,-0.8919055837157096,0.6218950480414526,1.1181773305637102,-0.25214319988302025,1,0.179
3,3,7,-0.14753153825523802,1.0070120179954738,-0.7172693148611982,0.14160287826535853,1.1839311473971674,-0.48199335290135675,1,0.154
3,3,7,-0.1437143365673493,0.6441401802073832,-0.5551070652105803,-0.03304881983503941,0.5945524233411742,-0.7118435059196927,1,0.128
3,3,7,-0.1398971348794606,0.5936852528174928,-0.4303668731716434,0.8183782084044003,-0.2073233917009945,-0.48199335290135675,1,0.103
3,3,7,-0.13607993319157188,0.7426281984724489,-0.39294481555996236,0.9493669819796986,0.2361139340173247,-0.022293046864683745,1,0.077
3,3,7,-0.13226273150368317,1.2249773043198,-0.3596807643495792,1.1895130668677456,1.7251973225506312,-0.137218123373852,1,0.051
5,2,7,-0.12844552981579446,0.8229524428771545,-0.05614629705483326,0.5782321235163532,2.1806627854945835,-0.7118435059196927,2,1.0
5,2,7,-0.12462832812790574,-0.7455903398197546,0.10601595259578467,0.11977141600280869,0.5672886456297401,-0.7118435059196927,2,0.944
5,2,7,-0.12081112644001703,-1.215830263093532,0.25154617664121054,0.2507601895781072,-0.7782589720110181,-0.25214319988302025,2,0.889
5,2,7,-0.11699392475212832,-1.18919006143167,0.4220244390944243,0.9057040574545994,-1.3411757941706204,1.012032641717829,2,0.833
8,2,7,-0.1131767230642396,-1.4854613950651057,0.6673468167710002,0.8838725951920494,-1.4165521207845844,1.2418827947361655,2,0.778
8,2,7,-0.10935952137635088,-1.6618518212201618,1.1247275209137682,0.49090627446615426,-1.4197596240447532,1.1269577182269979,2,0.722
8,2,7,-0.10554231968846217,-1.7853654834706134,1.615372276266919,0.27259165184065687,-1.4895228199534216,1.012032641717829,2,0.667
8,2,7,-0.10172511800057346,-1.780118171022065,2.097701018817475,0.07610849147770918,-1.5921629242788193,1.5866580242636696,2,0.611
8,2,7,-0.09790791631268475,-1.802721978492736,2.7006119470056693,0.2070972650530077,-1.744519329136831,1.931433253791175,2,0.556
8,2,7,-0.09409071462479604,-1.7546888876175601,2.703569453798784,0.3162545763657564,-1.8415463027569337,2.506058636337016,2,0.5
8,2,7,-0.09027351293690733,-1.8576169394929365,2.703569453798784,0.2070972650530077,-1.8150844008605422,2.735908789355351,2,0.444
6,2,7,-0.08645631124901862,-1.4224936456825228,2.703569453798784,0.09793995374025903,-1.7180574272404396,2.6209837128461837,2,0.389
6,2,7,-0.08263910956112991,-0.8703149203275632,2.703569453798784,-0.1422061311477881,-1.5977760549841145,2.391133559827847,2,0.333
6,2,7,-0.0788219078732412,-0.6337822207237577,2.703569453798784,0.09793995374025903,-1.6234360810654638,2.1612834068095106,2,0.278
6,2,7,-0.07500470618535247,-0.7593140800698046,2.703569453798784,0.07610849147770918,-1.6106060680247891,2.1612834068095106,2,0.222
6,2,7,-0.07118750449746376,-0.7916052335993345,2.703569453798784,0.09793995374025903,-1.6122098196548735,2.2762084833186793,2,0.167
6,2,7,-0.06737030280957505,-0.8771767904525883,2.52181767174986,-0.03304881983503941,-1.544050375376289,2.2762084833186793,2,0.111
6,2,7,-0.06355310112168634,-0.465868222370203,1.9189067435616658,-0.09854320662268869,-1.4398065194208074,2.506058636337016,2,0.056
3,5,7,-0.05973589943379763,0.11698709883780943,1.3451018601825562,0.09793995374025903,-1.2738182257070783,1.5866580242636696,1,1.0
3,5,7,-0.05591869774590892,0.37693088475052405,0.9126691944475755,0.5127377367287039,-0.8392015339542231,1.012032641717829,1,0.964
3,5,7,-0.05210149605802021,0.7442427561489255,0.6798208359748938,1.2331759913928453,-0.30034098624588607,0.20755710615365225,1,0.929
3,5,7,-0.04828429437013149,1.3170070918789598,0.5010265607190842,1.4733220762808923,0.14389821528747546,-0.137218123373852,1,0.893
2,5,7,-0.04446709268224278,1.2314355350257058,0.2972842470554874,1.2768389159179447,-0.018080699351042527,-0.3670682763921885,1,0.857
2,5,7,-0.04064989099435407,0.614674502611687,0.0769099077866994,1.0585242932924472,-0.4246317375774219,-0.48199335290135675,1,0.821
2,5,7,-0.03683268930646536,0.4734007059199943,-0.16841246988987643,1.1240186800800966,-0.6876470049112532,-0.25214319988302025,1,0.786
2,5,7,-0.033015487618576644,0.4451459465816562,-0.3388907323430897,1.66980523664384,-0.4438767571384341,-0.137218123373852,1,0.75
2,5,7,-0.029198285930687934,0.8047886690167939,-0.4386828859742392,2.106434481894835,0.10781380361057764,0.20755710615365225,1,0.714
3,5,7,-0.025381084242799223,1.5652453346372204,-0.48857896278981394,2.3106951006888155,0.575307403780162,0.20755710615365225,1,0.679
3,5,7,-0.021563882554910513,1.5644380557989817,-0.5010529819937076,2.3106951006888155,0.7300694360833004,0.20755710615365225,1,0.643
3,5,7,-0.0177466808670218,1.397331336283665,-0.5093689947963034,2.0191086328446355,0.5087517111316621,0.092632029644484,1,0.607
3,5,7,-0.013929479179133087,1.1418275839812608,-0.526001020401495,1.8226254724816884,0.2850283587348969,-0.022293046864683745,1,0.571
3,5,7,-0.010112277491244374,1.1402130263047845,-0.563423078013176,1.66980523664384,0.03163560118157171,0.092632029644484,1,0.536
3,5,7,-0.006295075803355663,0.6324346370529284,-0.5758970972170697,1.5824793875936412,-0.09506077759509075,-0.022293046864683745,1,0.5
2,5,7,-0.002477874115466951,0.7660392847813579,-0.5426330460066866,1.3859962272306934,-0.24821905826814492,0.3224821826628205,1,0.464
2,5,7,0.0013393275724217614,0.12748172373490682,-0.4719469371846224,1.2331759913928453,-0.28269971831495816,0.43740725917198825,1,0.429
2,5,7,0.005156529260310474,0.13030719966874038,-0.3472067451456855,1.2986703781804942,-0.35406666585371116,0.6672574121903248,1,0.393
2,5,7,0.008973730948199185,-0.010562957603833056,-0.2224665531067491,1.014861368767348,-0.434254247357928,0.7821824886994935,1,0.357
2,5,7,0.012790932636087897,-0.10743641819242233,-0.16009645708728065,0.687389434829102,-0.591421907106193,0.7821824886994935,1,0.321
2,5,7,0.01660813432397661,-0.08685080781734718,-0.16009645708728065,0.38174896315340556,-0.7285426714784039,0.6672574121903248,1,0.286
2,5,7,0.020425336011865323,-0.2426556235973283,-0.25988861071843017,0.33808603862830605,-0.7173164100678135,0.552332335681157,1,0.25
2,5,7,0.024242537699754034,-0.024690337273002103,-0.41373484756645185,0.4254118876785051,-0.49599868511617495,0.3224821826628205,1,0.214
2,5,7,0.028059739387642745,0.5710814453468219,-0.5135270011976013,0.3599175008908559,0.10781380361057764,-0.022293046864683745,1,0.179
3,5,7,0.031876941075531455,0.5743105606997748,-0.5842131100196656,-0.3823522160358352,1.4132676304992282,-0.022293046864683745,1,0.143
3,5,7,0.03569414276342017,0.8972220959950726,-0.5925291228222613,-1.64857702726372,2.49247219617373,-0.5969184294105245,1,0.107
3,5,7,0.03951134445130888,0.7797630250314082,-0.5135270011976013,-1.2556107065378246,2.49247219617373,-0.826768582428861,1,0.071
3,5,7,0.04332854613919759,0.21628239594111381,-0.41373484756645185,-1.7577343385764685,2.49247219617373,-1.0566187354471974,1,0.036
7,4,7,0.047145747827086304,-0.5631453223779113,-0.3139426939353028,-0.46967806508603416,0.47587480271493293,-0.9416936589380293,2,1.0
7,4,7,0.05096294951497502,-1.3659841270058453,-0.17257047629117434,-0.404183678298385,-1.1783950037170603,-0.137218123373852,2,0.938
7,4,7,0.05478015120286373,-1.909282785140184,0.056119875780209924,0.09793995374025903,-1.6587186169273191,1.471732947754502,2,0.875
8,4,7,0.05859735289075244,-1.9012099967578016,0.43449845829831796,0.2070972650530077,-1.6274454601406745,2.391133559827847,2,0.813
8,4,7,0.06241455457864115,-1.8753770739341777,0.8835631496384903,0.40358042541595524,-1.5697104014576384,2.735908789355351,2,0.75
8,4,7,0.06623175626652987,-1.9201810494564002,1.4116299626033226,0.3599175008908559,-1.4566459115366928,2.735908789355351,2,0.688
8,4,7,0.07004895795441858,-1.9686177797506947,1.931380762765559,0.38174896315340556,-1.4005146044837409,2.735908789355351,2,0.625
8,4,7,0.07386615964230729,-1.7869800411470902,2.193335166047326,0.27259165184065687,-1.3516001797661688,2.506058636337016,2,0.563
8,4,7,0.077683361330196,-1.6033241054478893,2.20580918525122,0.29442311410320654,-1.3315532843901146,2.391133559827847,2,0.5
8,4,7,0.08150056301808471,-1.4563993568885287,2.110175038021368,0.1634343405279082,-1.338770166725494,2.391133559827847,2,0.438
8,4,7,0.08531776470597342,-1.215426623674413,1.9646448139759423,0.27259165184065687,-1.39650522540853,2.2762084833186793,2,0.375
8,4,7,0.08913496639386213,-0.9005878767614974,1.7525864875097499,0.33808603862830605,-1.3908920947032348,2.2762084833186793,2,0.313
8,4,7,0.09295216808175086,-0.8251073053862217,1.5197381290370677,0.38174896315340556,-1.3171195197193555,2.0463583303003428,2,0.25
6,4,7,0.09676936976963957,-0.8275291419009365,1.2494677129527045,0.07610849147770918,-1.219290670284211,2.1612834068095106,2,0.188
6,4,7,0.10058657145752828,-1.0253124572693064,0.9875133096709376,0.03244556695260976,-1.1495274743755421,2.1612834068095106,2,0.125
6,4,7,0.10440377314541699,-1.0608327261517891,0.7047688743826812,0.4254118876785051,-0.953067899690211,1.931433253791175,2,0.063
2,7,7,0.1082209748333057,-0.16233137919262292,0.4053924134892327,1.167681604605196,-0.6002425410716569,1.1269577182269979,1,1.0
2,7,7,0.11203817652119441,0.7684611212960727,0.172544055016551,1.8881198592693376,-0.28269971831495816,0.3224821826628205,1,0.967
2,7,7,0.11585537820908312,0.9141749515980758,0.022855824569826756,2.1719288686824836,-0.1760502349143499,-0.137218123373852,1,0.933
2,7,7,0.11967257989697183,0.9856191287821603,-0.09772636106781221,2.1719288686824836,-0.16161647024359088,-0.137218123373852,1,0.9
2,7,7,0.12348978158486054,1.065943373186866,-0.24325658511323855,1.9972771705820864,-0.13836207160736777,-0.022293046864683745,1,0.867
2,7,7,0.12730698327274925,1.3610037885629445,-0.3472067451456855,1.8007940102191382,-0.09425890178004875,-0.022293046864683745,1,0.833
2,7,7,0.13112418496063796,0.9061021632156933,-0.39294481555996236,1.6479737743812903,-0.1351545683471992,-0.022293046864683745,1,0.8
2,7,7,0.13494138664852667,0.7733047943255024,-0.4178928539677497,1.5606479253310914,-0.2249646596319221,-0.25214319988302025,1,0.767
2,7,7,0.13875858833641538,0.7450500349871637,-0.446998898776835,1.4514906140183428,-0.1784558623594762,-0.3670682763921885,1,0.733
2,7,7,0.14257579002430412,0.8374834619654429,-0.4719469371846224,1.6043108498561907,-0.003646934680283518,-0.48199335290135675,1,0.7
